ModelThickMax,ModelThickMin,ModelThickDiff,ModelThickMedian,ModelThickMean,ModelThickStd,ModeVelCoeff
54,52,2,53,53.06953125,0.731729087828944,1.019
54,51,3,53,52.71796875,0.952830735378256,0.988
54,51,3,53,52.71796875,0.952830735378256,1
54,51,3,53,52.68203125,0.958720609049263,0.982
54,51,3,53,52.63828125,0.955427366827964,1.02
54,51,3,53,52.6703125,0.960873281375651,1.016
54,51,3,53,52.7453125,0.95356287366203,1.01
54,51,3,53,52.61484375,0.972297267881883,1.018
54,51,3,53,52.66171875,0.971253842003183,0.99
54,51,3,53,52.72734375,0.942375256945057,0.988
54,51,3,53,52.70234375,0.961166612933785,0.997
54,50,4,53,52.4984375,1.13718748123367,0.999
54,50,4,53,52.4390625,1.13692962484624,0.998
54,50,4,53,52.44453125,1.14815748605469,1.011
54,49,5,52,52.17421875,1.36129601207317,1.002
54,49,5,52,52.17421875,1.36129601207317,1.014
54,49,5,52,52.25234375,1.35477407639962,0.986
54,49,5,52,52.115625,1.36781029529292,1.02
54,49,5,52,52.23125,1.33267999369621,1.011
54,48,6,52,52.1453125,1.48407545792533,1.017
54,48,6,52,52.28359375,1.33984918244721,0.998
54,48,6,52,52.12265625,1.44097931926644,0.989
54,47,7,52,52.18359375,1.51970519669803,0.993
54,47,7,52,52.0875,1.5447963042354,1.003
54,47,7,52,52.06171875,1.5926247675811,0.993
54,46,8,52,52.1546875,1.55719015682708,0.999
54,46,8,52,52.1734375,1.43275020943186,1.004
54,46,8,52,51.8625,1.70080236779363,1.005
54,45,9,52,51.9703125,1.64544336703528,0.984
54,45,9,52,51.86328125,1.68817675307092,1.005
54,46,8,52,51.909375,1.64748902692045,1.018
54,45,9,52,51.78515625,1.76843975811131,0.987
54,45,9,52,51.98515625,1.70376898317975,1.003
54,45,9,52,52.13515625,1.57224210772668,1.003
54,45,9,52,51.95625,1.7308202848601,0.997
54,45,9,52,52.121875,1.63211215005816,1.001
54,46,8,52,52.22890625,1.42904377854318,0.995
54,45,9,52,52.1078125,1.60655466295625,1.008
54,45,9,52,52.0828125,1.6521651335796,1.014
54,45,9,52,52.05625,1.63282158641804,1.011
54,44,10,52,51.9078125,1.86593718002841,1.011
54,44,10,52,51.8515625,1.74302965124779,1.007
54,44,10,52,51.94609375,1.77755981519579,0.985
54,44,10,52,51.89453125,1.80234442900741,0.998
54,46,8,52,52.22890625,1.42904377854318,0.986
54,44,10,52,51.86953125,1.88222659362932,0.996
54,44,10,52,51.84140625,1.77745534759814,1.008
54,44,10,52,52.0296875,1.68488471218484,1.009
54,44,10,53,52.16640625,1.63989441410287,1.017
54,43,11,52,51.93359375,1.72806378128053,1.019
54,46,8,52,51.95625,1.57073261194673,1.011
54,43,11,52,51.8609375,1.8983649758949,1.008
54,43,11,52,51.86796875,1.84943131355069,0.995
54,42,12,52,51.88125,1.93117504649456,1.02
54,45,9,52,51.9703125,1.72659641033763,0.994
54,45,9,52,52.01953125,1.55244812058978,0.987
54,43,11,52,51.96015625,1.7248059048773,1.006
54,42,12,52,51.875,1.9116530840303,1.014
54,42,12,52,51.7015625,1.9672845902687,1.005
54,43,11,52,52.01953125,1.71925391539643,1.005
54,42,12,52,51.6796875,1.98758300951253,1.017
55,54,1,55,54.51796875,0.499872320484493,1.01
55,54,1,55,54.50625,0.500156347721145,0.984
55,54,1,54,54.49609375,0.500180162029524,1.008
55,53,2,54,54.03671875,0.733043511850309,0.983
55,53,2,54,54.0484375,0.729688139604151,0.986
55,53,2,54,54.05078125,0.748048918402861,1.012
55,53,2,54,54.028125,0.735021128554425,0.997
55,53,2,54,54.09375,0.727409317971508,0.998
55,52,3,54,53.61796875,0.963844724350519,1.016
55,51,4,54,53.53046875,1.15925474117026,1.002
55,51,4,54,53.4609375,1.13789199055691,0.989
55,51,4,54,53.45,1.13333180027185,0.997
55,50,5,53,53.18515625,1.32076634729086,1.002
55,50,5,53,53.31015625,1.26350962888727,1.012
55,50,5,53,53.22265625,1.35478850420495,0.982
55,50,5,53,53.28671875,1.28312991387451,1.005
55,49,6,53,53.08515625,1.52172640958788,1
55,49,6,53,53.05703125,1.46227962561176,1.009
55,49,6,53,53.26484375,1.36847619860106,0.988
55,49,6,53,53.09921875,1.48865903491832,1.015
55,49,6,53,52.978125,1.50198916842957,0.994
55,49,6,53,52.978125,1.50198916842957,1
55,49,6,53,53.1390625,1.40790987738219,0.982
55,49,6,53,53.05859375,1.53423416951384,1.012
55,49,6,53,53.13359375,1.44054857415079,0.986
55,49,6,53,53.00234375,1.53331341044807,1.012
55,48,7,53,53.078125,1.5167007473968,0.981
55,48,7,53,53.103125,1.5877727428803,1.011
55,48,7,53,52.9921875,1.67722216150578,1.004
55,48,7,53,53.08671875,1.49206245395334,1.002
